

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 1  

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 16  0  13       0.011       0.836       VALID       VALID  
               4 16  1  14       0.001       0.840       VALID       VALID  
               4 16  2  15      -0.004       0.837       VALID       VALID  
               4 16  3  16      -0.007       0.834       VALID       VALID  
               4 16  4  17       0.004       0.822       VALID       VALID  
               4 16  5  18       0.001       0.824       VALID       VALID  
               4 16  6  19       0.004       0.809       VALID       VALID  
               4 16  7  1a      -0.016       0.846       VALID       VALID  
               4 16  8  1b      -0.018       0.821       VALID       VALID  
               4 16  9  1c       0.007       0.849       VALID       VALID  
               4 16 10  1d      -0.001       0.835       VALID       VALID  
               4 16 11  1e      -0.012       0.837       VALID       VALID  
               4 16 12  1f       0.011       0.839       VALID       VALID  
               4 16 13  00      -0.007       0.837       VALID       VALID  
               4 16 14  01      -0.007       0.832       VALID       VALID  
               4 16 15  02       0.009       0.835       VALID       VALID  
               4 16 16  03      -0.001       0.835       VALID       VALID  
               4 16 17  04       0.000       0.814       VALID       VALID  
               4 16 18  05       0.004       0.824       VALID       VALID  
               4 16 19  06       0.004       0.834       VALID       VALID  
               4 16 20  07      -0.004       0.832       VALID       VALID  
               4 16 21  08       0.000       0.831       VALID       VALID  
               4 16 22  09       0.009       0.832       VALID       VALID  
               4 16 23  0a       0.007       0.824       VALID       VALID  
               4 16 24  0b       0.005       0.839       VALID       VALID  
               4 16 25  0c      -0.006       0.829       VALID       VALID  
               4 16 26  0d      -0.011       0.837       VALID       VALID  
               4 16 27  0e      -0.001       0.837       VALID       VALID  
               4 16 28  0f      -0.015       0.826       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 314

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 16 29  10       0.012       0.821       VALID       VALID  
               4 16 30  11      -0.014       0.831       VALID       VALID  
               4 16 31  12      -0.002       0.835       VALID       VALID  
               4 16 33  13       0.004       0.826       VALID       VALID  
               4 16 34  14      -0.006       0.835       VALID       VALID  
               4 16 35  15       0.005       0.832       VALID       VALID  
               4 16 36  16      -0.010       0.831       VALID       VALID  
               4 16 37  17       0.000       0.845       VALID       VALID  
               4 16 38  18      -0.002       0.845       VALID       VALID  
               4 16 39  19       0.000       0.841       VALID       VALID  
               4 16 40  1a      -0.007       0.817       VALID       VALID  
               4 16 41  1b      -0.001       0.831       VALID       VALID  
               4 16 42  1c       0.007       0.837       VALID       VALID  
               4 16 43  1d      -0.005       0.822       VALID       VALID  
               4 16 44  1e      -0.006       0.829       VALID       VALID  
               4 16 45  1f      -0.007       0.827       VALID       VALID  
               4 16 46  00       0.000       0.837       VALID       VALID  
               4 16 47  01      -0.006       0.834       VALID       VALID  
               4 16 48  02       0.001       0.829       VALID       VALID  
               4 16 49  03      -0.001       0.835       VALID       VALID  
               4 16 50  04       0.007       0.837       VALID       VALID  
               4 16 51  05       0.001       0.824       VALID       VALID  
               4 16 52  06      -0.002       0.835       VALID       VALID  
               4 16 53  07      -0.009       0.830       VALID       VALID  
               4 16 54  08      -0.004       0.829       VALID       VALID  
               4 16 55  09       0.006       0.845       VALID       VALID  
               4 16 56  0a       0.015       0.840       VALID       VALID  
               4 16 57  0b       0.000       0.834       VALID       VALID  
               4 16 58  0c      -0.016       0.842       VALID       VALID  
               4 16 59  0d      -0.024       0.815       VALID       VALID  
               4 17  0  0e       0.001       0.822       VALID       VALID  
               4 17  1  0f       0.000       0.826       VALID       VALID  
               4 17  2  10       0.002       0.821       VALID       VALID  
               4 17  3  11      -0.002       0.832       VALID       VALID  
               4 17  4  12      -0.018       0.840       VALID       VALID  
               4 17  5  13       0.005       0.836       VALID       VALID  
               4 17  6  14       0.002       0.849       VALID       VALID  
               4 17  7  15       0.004       0.822       VALID       VALID  
               4 17  8  16       0.004       0.824       VALID       VALID  
               4 17  9  17       0.007       0.824       VALID       VALID  
               4 17 10  18       0.001       0.817       VALID       VALID  
               4 17 11  19       0.007       0.825       VALID       VALID  
               4 17 12  1a      -0.007       0.834       VALID       VALID  
               4 17 13  1b      -0.011       0.842       VALID       VALID  
               4 17 14  1c       0.006       0.822       VALID       VALID  
               4 17 16  1d       0.014       0.817       VALID       VALID  
               4 17 17  1e      -0.015       0.827       VALID       VALID  
               4 17 18  1f      -0.009       0.836       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 315

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 17 19  00       0.006       0.831       VALID       VALID  
               4 17 20  01       0.007       0.827       VALID       VALID  
               4 17 21  02      -0.001       0.832       VALID       VALID  
               4 17 22  03      -0.006       0.841       VALID       VALID  
               4 17 23  04       0.001       0.839       VALID       VALID  
               4 17 24  05      -0.012       0.822       VALID       VALID  
               4 17 25  06      -0.024       0.836       VALID       VALID  
               4 17 26  07      -0.005       0.829       VALID       VALID  
               4 17 27  08      -0.006       0.821       VALID       VALID  
               4 17 28  09      -0.005       0.836       VALID       VALID  
               4 17 29  0a       0.007       0.845       VALID       VALID  
               4 17 30  0b       0.005       0.846       VALID       VALID  
               4 17 31  0c      -0.015       0.826       VALID       VALID  
               4 17 32  0d      -0.005       0.815       VALID       VALID  
               4 17 33  0e      -0.007       0.841       VALID       VALID  
               4 17 34  0f      -0.010       0.830       VALID       VALID  
               4 17 35  10      -0.007       0.827       VALID       VALID  
               4 17 36  11       0.005       0.816       VALID       VALID  
               4 17 37  12      -0.009       0.819       VALID       VALID  
               4 17 38  13      -0.010       0.835       VALID       VALID  
               4 17 39  14      -0.011       0.835       VALID       VALID  
               4 17 40  15       0.009       0.822       VALID       VALID  
               4 17 41  16       0.005       0.827       VALID       VALID  
               4 17 42  17       0.016       0.837       VALID       VALID  
               4 17 43  18       0.012       0.832       VALID       VALID  
               4 17 44  19       0.019       0.836       VALID       VALID  
               4 17 45  1a      -0.007       0.825       VALID       VALID  
               4 17 46  1b      -0.002       0.810       VALID       VALID  
               4 17 47  1c       0.000       0.827       VALID       VALID  
               4 17 48  1d      -0.006       0.826       VALID       VALID  
               4 17 49  1e      -0.007       0.840       VALID       VALID  
               4 17 50  1f      -0.005       0.820       VALID       VALID  
               4 17 51  00      -0.002       0.835       VALID       VALID  
               4 17 52  01      -0.001       0.830       VALID       VALID  
               4 17 53  02      -0.004       0.836       VALID       VALID  
               4 17 54  03      -0.011       0.830       VALID       VALID  
               4 17 55  04       0.004       0.830       VALID       VALID  
               4 17 56  05       0.002       0.844       VALID       VALID  
               4 17 58  06       0.000       0.836       VALID       VALID  
               4 17 59  07      -0.006       0.847       VALID       VALID  
               4 18  0  08      -0.001       0.842       VALID       VALID  
               4 18  1  09       0.019       0.836       VALID       VALID  
               4 18  2  0a      -0.004       0.815       VALID       VALID  
               4 18  3  0b       0.016       0.839       VALID       VALID  
               4 18  4  0c      -0.020       0.824       VALID       VALID  
               4 18  5  0d       0.009       0.835       VALID       VALID  
               4 18  6  0e      -0.012       0.839       VALID       VALID  
               4 18  7  0f       0.001       0.825       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 316

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 18  8  10       0.011       0.821       VALID       VALID  
               4 18  9  11      -0.004       0.840       VALID       VALID  
               4 18 10  12       0.006       0.839       VALID       VALID  
               4 18 11  13       0.010       0.840       VALID       VALID  
               4 18 12  14      -0.001       0.830       VALID       VALID  
               4 18 13  15       0.004       0.832       VALID       VALID  
               4 18 14  16       0.000       0.831       VALID       VALID  
               4 18 15  17       0.007       0.824       VALID       VALID  
               4 18 16  18       0.001       0.831       VALID       VALID  
               4 18 17  19       0.010       0.846       VALID       VALID  
               4 18 18  1a       0.006       0.836       VALID       VALID  
               4 18 19  1b       0.001       0.837       VALID       VALID  
               4 18 20  1c       0.000       0.831       VALID       VALID  
               4 18 21  1d       0.006       0.835       VALID       VALID  
               4 18 22  1e      -0.010       0.815       VALID       VALID  
               4 18 23  1f      -0.004       0.822       VALID       VALID  
               4 18 24  00       0.010       0.844       VALID       VALID  
               4 18 25  01       0.001       0.842       VALID       VALID  
               4 18 26  02      -0.006       0.840       VALID       VALID  
               4 18 27  03       0.004       0.824       VALID       VALID  
               4 18 28  04       0.000       0.824       VALID       VALID  
               4 18 29  05       0.004       0.817       VALID       VALID  
               4 18 30  06       0.000       0.836       VALID       VALID  
               4 18 31  07       0.004       0.834       VALID       VALID  
               4 18 32  08       0.014       0.835       VALID       VALID  
               4 18 33  09       0.001       0.839       VALID       VALID  
               4 18 34  0a      -0.010       0.854       VALID       VALID  
               4 18 35  0b      -0.005       0.842       VALID       VALID  
               4 18 36  0c       0.005       0.827       VALID       VALID  
               4 18 37  0d       0.006       0.827       VALID       VALID  
               4 18 38  0e      -0.012       0.824       VALID       VALID  
               4 18 39  0f       0.000       0.832       VALID       VALID  
               4 18 41  10      -0.007       0.841       VALID       VALID  
               4 18 42  11       0.000       0.849       VALID       VALID  
               4 18 43  12       0.004       0.821       VALID       VALID  
               4 18 44  13      -0.001       0.841       VALID       VALID  
               4 18 45  14      -0.001       0.831       VALID       VALID  
               4 18 46  15       0.004       0.832       VALID       VALID  
               4 18 47  16       0.004       0.837       VALID       VALID  
               4 18 48  17      -0.004       0.829       VALID       VALID  
               4 18 49  18      -0.002       0.844       VALID       VALID  
               4 18 50  19      -0.011       0.836       VALID       VALID  
               4 18 51  1a      -0.004       0.822       VALID       VALID  
               4 18 52  1b      -0.002       0.842       VALID       VALID  
               4 18 53  1c      -0.010       0.835       VALID       VALID  
               4 18 54  1d       0.005       0.817       VALID       VALID  
               4 18 55  1e      -0.004       0.826       VALID       VALID  
               4 18 56  1f       0.004       0.832       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 317

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 18 57  00       0.004       0.825       VALID       VALID  
               4 18 58  01       0.005       0.822       VALID       VALID  
               4 18 59  02       0.007       0.835       VALID       VALID  
               4 19  0  03       0.002       0.820       VALID       VALID  
               4 19  1  04      -0.005       0.834       VALID       VALID  
               4 19  2  05       0.002       0.836       VALID       VALID  
               4 19  3  06       0.004       0.850       VALID       VALID  
               4 19  4  07      -0.001       0.837       VALID       VALID  
               4 19  5  08      -0.005       0.839       VALID       VALID  
               4 19  6  09       0.005       0.841       VALID       VALID  
               4 19  7  0a      -0.001       0.829       VALID       VALID  
               4 19  8  0b      -0.010       0.832       VALID       VALID  
               4 19  9  0c      -0.007       0.835       VALID       VALID  
               4 19 10  0d      -0.009       0.840       VALID       VALID  
               4 19 11  0e      -0.001       0.839       VALID       VALID  
               4 19 12  0f       0.004       0.839       VALID       VALID  
               4 19 13  10       0.000       0.854       VALID       VALID  
               4 19 14  11      -0.021       0.825       VALID       VALID  
               4 19 15  12      -0.004       0.840       VALID       VALID  
               4 19 16  13       0.000       0.832       VALID       VALID  
               4 19 17  14      -0.011       0.845       VALID       VALID  
               4 19 18  15      -0.001       0.844       VALID       VALID  
               4 19 19  16       0.004       0.837       VALID       VALID  
               4 19 20  17      -0.005       0.826       VALID       VALID  
               4 19 21  18      -0.011       0.839       VALID       VALID  
               4 19 22  19      -0.006       0.836       VALID       VALID  
               4 19 24  1a      -0.012       0.832       VALID       VALID  
               4 19 25  1b      -0.004       0.851       VALID       VALID  
               4 19 26  1c      -0.010       0.811       VALID       VALID  
               4 19 27  1d       0.010       0.839       VALID       VALID  
               4 19 28  1e       0.002       0.825       VALID       VALID  
               4 19 29  1f       0.005       0.820       VALID       VALID  
               4 19 30  00      -0.024       0.841       VALID       VALID  
               4 19 31  01       0.004       0.835       VALID       VALID  
               4 19 32  02      -0.004       0.824       VALID       VALID  
               4 19 33  03      -0.006       0.835       VALID       VALID  
               4 19 34  04       0.001       0.826       VALID       VALID  
               4 19 35  05       0.000       0.842       VALID       VALID  
               4 19 36  06      -0.012       0.839       VALID       VALID  
               4 19 37  07      -0.011       0.826       VALID       VALID  
               4 19 38  08      -0.009       0.839       VALID       VALID  
               4 19 39  09      -0.009       0.830       VALID       VALID  
               4 19 40  0a      -0.015       0.839       VALID       VALID  
               4 19 41  0b       0.004       0.832       VALID       VALID  
               4 19 42  0c      -0.012       0.842       VALID       VALID  
               4 19 43  0d      -0.015       0.841       VALID       VALID  
               4 19 44  0e      -0.015       0.826       VALID       VALID  
               4 19 45  0f      -0.015       0.826       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 318

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 19 46  10      -0.004       0.839       VALID       VALID  
               4 19 47  11       0.009       0.831       VALID       VALID  
               4 19 48  12       0.000       0.821       VALID       VALID  
               4 19 49  13       0.002       0.826       VALID       VALID  
               4 19 50  14      -0.002       0.832       VALID       VALID  
               4 19 51  15      -0.004       0.841       VALID       VALID  
               4 19 52  16      -0.011       0.836       VALID       VALID  
               4 19 53  17       0.010       0.834       VALID       VALID  
               4 19 54  18      -0.012       0.831       VALID       VALID  
               4 19 55  19      -0.004       0.845       VALID       VALID  
               4 19 56  1a      -0.002       0.836       VALID       VALID  
               4 19 57  1b      -0.002       0.834       VALID       VALID  
               4 19 58  1c      -0.004       0.834       VALID       VALID  
               4 19 59  1d      -0.005       0.836       VALID       VALID  
               4 20  0  1e       0.019       0.821       VALID       VALID  
               4 20  1  1f      -0.015       0.824       VALID       VALID  
               4 20  2  00      -0.030       0.827       VALID       VALID  
               4 20  3  01       0.007       0.824       VALID       VALID  
               4 20  4  02      -0.014       0.821       VALID       VALID  
               4 20  6  03      -0.009       0.824       VALID       VALID  
               4 20  7  04       0.002       0.835       VALID       VALID  
               4 20  8  05       0.007       0.824       VALID       VALID  
               4 20  9  06       0.001       0.827       VALID       VALID  
               4 20 10  07       0.000       0.831       VALID       VALID  
               4 20 11  08       0.006       0.824       VALID       VALID  
               4 20 12  09       0.010       0.830       VALID       VALID  
               4 20 13  0a       0.004       0.841       VALID       VALID  
               4 20 14  0b      -0.004       0.827       VALID       VALID  
               4 20 15  0c      -0.004       0.827       VALID       VALID  
               4 20 16  0d       0.000       0.839       VALID       VALID  
               4 20 17  0e      -0.005       0.839       VALID       VALID  
               4 20 18  0f       0.011       0.824       VALID       VALID  
               4 20 19  10      -0.002       0.822       VALID       VALID  
               4 20 20  11       0.002       0.829       VALID       VALID  
               4 20 21  12      -0.009       0.835       VALID       VALID  
               4 20 22  13      -0.004       0.830       VALID       VALID  
               4 20 23  14       0.004       0.821       VALID       VALID  
               4 20 24  15      -0.007       0.844       VALID       VALID  
               4 20 25  16      -0.011       0.829       VALID       VALID  
               4 20 26  17      -0.015       0.829       VALID       VALID  
               4 20 27  18       0.000       0.827       VALID       VALID  
               4 20 28  19       0.001       0.827       VALID       VALID  
               4 20 29  1a       0.014       0.830       VALID       VALID  
               4 20 30  1b      -0.006       0.812       VALID       VALID  
               4 20 31  1c      -0.014       0.845       VALID       VALID  
               4 20 32  1d       0.002       0.824       VALID       VALID  
               4 20 33  1e      -0.011       0.829       VALID       VALID  
               4 20 34  1f      -0.006       0.811       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 319

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 20 35  00      -0.007       0.826       VALID       VALID  
               4 20 36  01       0.001       0.835       VALID       VALID  
               4 20 37  02      -0.002       0.832       VALID       VALID  
               4 20 38  03       0.009       0.831       VALID       VALID  
               4 20 39  04       0.005       0.829       VALID       VALID  
               4 20 40  05      -0.006       0.834       VALID       VALID  
               4 20 41  06      -0.004       0.831       VALID       VALID  
               4 20 42  07      -0.009       0.835       VALID       VALID  
               4 20 43  08       0.010       0.832       VALID       VALID  
               4 20 44  09      -0.010       0.830       VALID       VALID  
               4 20 45  0a       0.004       0.840       VALID       VALID  
               4 20 46  0b       0.007       0.832       VALID       VALID  
               4 20 47  0c      -0.014       0.836       VALID       VALID  
               4 20 49  0d       0.002       0.846       VALID       VALID  
               4 20 50  0e       0.001       0.829       VALID       VALID  
               4 20 51  0f       0.002       0.831       VALID       VALID  
               4 20 52  10      -0.002       0.834       VALID       VALID  
               4 20 53  11       0.002       0.836       VALID       VALID  
               4 20 54  12      -0.002       0.844       VALID       VALID  
               4 20 55  13       0.000       0.841       VALID       VALID  
               4 20 56  14      -0.010       0.832       VALID       VALID  
               4 20 57  15       0.005       0.830       VALID       VALID  
               4 20 58  16      -0.001       0.841       VALID       VALID  
               4 20 59  17      -0.009       0.837       VALID       VALID  
               4 21  0  18      -0.009       0.836       VALID       VALID  
               4 21  1  19      -0.002       0.824       VALID       VALID  
               4 21  2  1a      -0.001       0.851       VALID       VALID  
               4 21  3  1b       0.002       0.830       VALID       VALID  
               4 21  4  1c      -0.020       0.837       VALID       VALID  
               4 21  5  1d      -0.011       0.836       VALID       VALID  
               4 21  6  1e      -0.001       0.841       VALID       VALID  
               4 21  7  1f       0.007       0.827       VALID       VALID  
               4 21  8  00      -0.011       0.835       VALID       VALID  
               4 21  9  01      -0.002       0.832       VALID       VALID  
               4 21 10  02      -0.004       0.842       VALID       VALID  
               4 21 11  03      -0.014       0.832       VALID       VALID  
               4 21 12  04      -0.002       0.836       VALID       VALID  
               4 21 13  05      -0.001       0.832       VALID       VALID  
               4 21 14  06       0.007       0.830       VALID       VALID  
               4 21 15  07       0.005       0.835       VALID       VALID  
               4 21 16  08       0.009       0.834       VALID       VALID  
               4 21 17  09      -0.016       0.842       VALID       VALID  
               4 21 18  0a      -0.001       0.835       VALID       VALID  
               4 21 19  0b       0.001       0.816       VALID       VALID  
               4 21 20  0c      -0.002       0.821       VALID       VALID  
               4 21 21  0d      -0.001       0.819       VALID       VALID  
               4 21 22  0e       0.001       0.835       VALID       VALID  
               4 21 23  0f      -0.006       0.844       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 320

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 21 24  10      -0.006       0.831       VALID       VALID  
               4 21 25  11      -0.001       0.826       VALID       VALID  
               4 21 26  12      -0.009       0.812       VALID       VALID  
               4 21 27  13       0.002       0.834       VALID       VALID  
               4 21 28  14      -0.002       0.842       VALID       VALID  
               4 21 29  15       0.000       0.827       VALID       VALID  
               4 21 30  16      -0.010       0.832       VALID       VALID  
               4 21 32  17      -0.005       0.827       VALID       VALID  
               4 21 33  18      -0.001       0.810       VALID       VALID  
               4 21 34  19      -0.004       0.835       VALID       VALID  
               4 21 35  1a      -0.014       0.830       VALID       VALID  
               4 21 36  1b      -0.011       0.822       VALID       VALID  
               4 21 37  1c      -0.001       0.839       VALID       VALID  
               4 21 38  1d      -0.001       0.859       VALID       VALID  
               4 21 39  1e       0.001       0.832       VALID       VALID  
               4 21 40  1f      -0.010       0.831       VALID       VALID  
               4 21 41  00       0.014       0.822       VALID       VALID  
               4 21 42  01       0.000       0.844       VALID       VALID  
               4 21 43  02       0.005       0.839       VALID       VALID  
               4 21 44  03      -0.002       0.839       VALID       VALID  
               4 21 45  04       0.004       0.845       VALID       VALID  
               4 21 46  05       0.000       0.844       VALID       VALID  
               4 21 47  06      -0.001       0.822       VALID       VALID  
               4 21 48  07       0.002       0.847       VALID       VALID  
               4 21 49  08       0.006       0.830       VALID       VALID  
               4 21 50  09      -0.004       0.842       VALID       VALID  
               4 21 51  0a      -0.006       0.840       VALID       VALID  
               4 21 52  0b       0.009       0.844       VALID       VALID  
               4 21 53  0c       0.000       0.829       VALID       VALID  
               4 21 54  0d      -0.004       0.831       VALID       VALID  
               4 21 55  0e       0.004       0.845       VALID       VALID  
               4 21 56  0f       0.005       0.832       VALID       VALID  
               4 21 57  10       0.004       0.824       VALID       VALID  
               4 21 58  11      -0.001       0.834       VALID       VALID  
               4 21 59  12      -0.010       0.825       VALID       VALID  
               4 22  0  13       0.007       0.839       VALID       VALID  
               4 22  1  14      -0.001       0.836       VALID       VALID  
               4 22  2  15       0.004       0.825       VALID       VALID  
               4 22  3  16      -0.006       0.830       VALID       VALID  
               4 22  4  17      -0.010       0.840       VALID       VALID  
               4 22  5  18       0.007       0.830       VALID       VALID  
               4 22  6  19       0.000       0.841       VALID       VALID  
               4 22  7  1a       0.010       0.835       VALID       VALID  
               4 22  8  1b       0.000       0.836       VALID       VALID  
               4 22  9  1c      -0.015       0.845       VALID       VALID  
               4 22 10  1d       0.002       0.845       VALID       VALID  
               4 22 11  1e      -0.004       0.827       VALID       VALID  
               4 22 12  1f       0.011       0.840       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 321

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               4 22 14  00      -0.001       0.822       VALID       VALID  
               4 22 15  01       0.012       0.829       VALID       VALID  
               4 22 16  02       0.000       0.846       VALID       VALID  
               4 22 17  03       0.010       0.834       VALID       VALID  
               4 22 18  04       0.002       0.840       VALID       VALID  
               4 22 19  05      -0.010       0.837       VALID       VALID  
               4 22 20  06       0.004       0.804       VALID       VALID  
               4 22 21  07       0.006       0.839       VALID       VALID  
               4 22 22  08      -0.001       0.834       VALID       VALID  
               4 22 23  09      -0.020       0.840       VALID       VALID  
               4 22 24  0a      -0.016       0.836       VALID       VALID  
               4 22 25  0b      -0.004       0.846       VALID       VALID  
               4 22 26  0c       0.000       0.825       VALID       VALID  
               4 22 27  0d      -0.007       0.831       VALID       VALID  
               4 22 28  0e      -0.007       0.846       VALID       VALID  
               4 22 29  0f      -0.005       0.831       VALID       VALID  
               4 22 30  10      -0.005       0.844       VALID       VALID  
               4 22 31  11      -0.007       0.830       VALID       VALID  
               4 22 32  12      -0.001       0.826       VALID       VALID  
               4 22 33  13      -0.007       0.846       VALID       VALID  
               4 22 34  14      -0.002       0.842       VALID       VALID  
               4 22 35  15      -0.010       0.831       VALID       VALID  
               4 22 36  16      -0.009       0.824       VALID       VALID  
               4 22 37  17      -0.009       0.846       VALID       VALID  
               4 22 38  18      -0.004       0.831       VALID       VALID  
               4 22 39  19      -0.019       0.834       VALID       VALID  
               4 22 40  1a      -0.002       0.819       VALID       VALID  
               4 22 41  1b      -0.002       0.829       VALID       VALID  
               4 22 42  1c      -0.012       0.836       VALID       VALID  
               4 22 43  1d       0.015       0.821       VALID       VALID  
               4 22 44  1e      -0.009       0.846       VALID       VALID  
               4 22 45  1f       0.005       0.855       VALID       VALID  
               4 22 46  00       0.011       0.845       VALID       VALID  
               4 22 47  01      -0.004       0.830       VALID       VALID  
               4 22 48  02      -0.011       0.831       VALID       VALID  
               4 22 49  03      -0.004       0.824       VALID       VALID  
               4 22 50  04      -0.007       0.835       VALID       VALID  
               4 22 51  05      -0.010       0.842       VALID       VALID  
               4 22 52  06      -0.001       0.834       VALID       VALID  
               4 22 53  07       0.002       0.841       VALID       VALID  
               4 22 54  08       0.001       0.820       VALID       VALID  
               4 22 55  09      -0.004       0.831       VALID       VALID  
               4 22 57  0a       0.002       0.831       VALID       VALID  
               4 22 58  0b       0.002       0.842       VALID       VALID  
               4 22 59  0c      -0.007       0.836       VALID       VALID  
               4 23  0  0d       0.004       0.839       VALID       VALID  
               4 23  1  0e       0.007       0.826       VALID       VALID  
               4 23  2  0f       0.005       0.826       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 322

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
