

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 1  

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               0  6 38  00       0.032       0.824       VALID       VALID  
               0  6 39  01       0.011       0.849       VALID       VALID  
               0  6 40  02       0.007       0.860       VALID       VALID  
               0  6 41  03       0.014       0.849       VALID       VALID  
               0  6 42  04       0.002       0.836       VALID       VALID  
               0  6 43  05       0.020       0.846       VALID       VALID  
               0  6 44  06       0.002       0.845       VALID       VALID  
               0  6 45  07       0.018       0.837       VALID       VALID  
               0  6 46  08       0.014       0.847       VALID       VALID  
               0  6 47  09       0.009       0.827       VALID       VALID  
               0  6 48  0a       0.007       0.830       VALID       VALID  
               0  6 49  0b       0.002       0.855       VALID       VALID  
               0  6 50  0c      -0.009       0.859       VALID       VALID  
               0  6 51  0d       0.015       0.846       VALID       VALID  
               0  6 52  0e       0.026       0.859       VALID       VALID  
               0  6 53  0f       0.010       0.855       VALID       VALID  
               0  6 54  10       0.020       0.861       VALID       VALID  
               0  6 55  11       0.016       0.854       VALID       VALID  
               0  6 56  12       0.026       0.862       VALID       VALID  
               0  6 58  13       0.016       0.844       VALID       VALID  
               0  6 59  14       0.024       0.856       VALID       VALID  
               0  7  0  15       0.022       0.851       VALID       VALID  
               0  7  1  16       0.011       0.830       VALID       VALID  
               0  7  2  17       0.020       0.835       VALID       VALID  
               0  7  3  18       0.010       0.842       VALID       VALID  
               0  7  4  19       0.026       0.850       VALID       VALID  
               0  7  5  1a       0.020       0.841       VALID       VALID  
               0  7  6  1b       0.002       0.849       VALID       VALID  
               0  7  7  1c       0.025       0.839       VALID       VALID  
               0  7  8  1d       0.004       0.839       VALID       VALID  
               0  7  9  1e       0.019       0.839       VALID       VALID  
               0  7 10  1f       0.006       0.836       VALID       VALID  
               0  7 11  00       0.018       0.827       VALID       VALID  
               0  7 12  01       0.014       0.852       VALID       VALID  
               0  7 13  02       0.001       0.839       VALID       VALID  
               0  7 14  03       0.016       0.856       VALID       VALID  
               0  7 15  04       0.000       0.859       VALID       VALID  
               0  7 16  05       0.032       0.855       VALID       VALID  
               0  7 17  06       0.020       0.857       VALID       VALID  
               0  7 18  07       0.011       0.864       VALID       VALID  
               0  7 19  08       0.010       0.832       VALID       VALID  
               0  7 20  09       0.009       0.849       VALID       VALID  
               0  7 21  0a       0.005       0.836       VALID       VALID  
               0  7 22  0b      -0.001       0.847       VALID       VALID  
               0  7 23  0c       0.014       0.852       VALID       VALID  
               0  7 24  0d       0.014       0.841       VALID       VALID  
               0  7 25  0e      -0.002       0.850       VALID       VALID  
               0  7 26  0f       0.016       0.846       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 10 

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               0  7 27  10       0.018       0.842       VALID       VALID  
               0  7 28  11       0.018       0.846       VALID       VALID  
               0  7 29  12       0.005       0.836       VALID       VALID  
               0  7 30  13       0.011       0.851       VALID       VALID  
               0  7 31  14       0.018       0.865       VALID       VALID  
               0  7 32  15       0.010       0.852       VALID       VALID  
               0  7 33  16      -0.006       0.865       VALID       VALID  
               0  7 34  17       0.007       0.831       VALID       VALID  
               0  7 35  18       0.020       0.864       VALID       VALID  
               0  7 36  19       0.007       0.851       VALID       VALID  
               0  7 37  1a       0.009       0.821       VALID       VALID  
               0  7 38  1b       0.015       0.856       VALID       VALID  
               0  7 39  1c       0.015       0.850       VALID       VALID  
               0  7 41  1d       0.006       0.856       VALID       VALID  
               0  7 42  1e       0.010       0.847       VALID       VALID  
               0  7 43  1f       0.010       0.850       VALID       VALID  
               0  7 44  00       0.020       0.839       VALID       VALID  
               0  7 45  01       0.015       0.839       VALID       VALID  
               0  7 46  02       0.016       0.847       VALID       VALID  
               0  7 47  03       0.009       0.847       VALID       VALID  
               0  7 48  04       0.000       0.841       VALID       VALID  
               0  7 49  05      -0.006       0.847       VALID       VALID  
               0  7 50  06       0.021       0.841       VALID       VALID  
               0  7 51  07       0.015       0.844       VALID       VALID  
               0  7 52  08      -0.011       0.840       VALID       VALID  
               0  7 53  09       0.004       0.840       VALID       VALID  
               0  7 54  0a       0.004       0.846       VALID       VALID  
               0  7 55  0b       0.009       0.831       VALID       VALID  
               0  7 56  0c       0.021       0.832       VALID       VALID  
               0  7 57  0d       0.012       0.845       VALID       VALID  
               0  7 58  0e       0.001       0.856       VALID       VALID  
               0  7 59  0f       0.022       0.868       VALID       VALID  
               0  8  0  10       0.006       0.849       VALID       VALID  
               0  8  1  11       0.019       0.849       VALID       VALID  
               0  8  2  12       0.007       0.859       VALID       VALID  
               0  8  3  13      -0.001       0.854       VALID       VALID  
               0  8  4  14       0.012       0.847       VALID       VALID  
               0  8  5  15       0.005       0.850       VALID       VALID  
               0  8  6  16       0.012       0.868       VALID       VALID  
               0  8  7  17       0.009       0.852       VALID       VALID  
               0  8  8  18       0.020       0.840       VALID       VALID  
               0  8  9  19       0.020       0.842       VALID       VALID  
               0  8 10  1a       0.015       0.850       VALID       VALID  
               0  8 11  1b       0.012       0.829       VALID       VALID  
               0  8 12  1c      -0.001       0.842       VALID       VALID  
               0  8 13  1d       0.010       0.847       VALID       VALID  
               0  8 14  1e       0.004       0.845       VALID       VALID  
               0  8 15  1f       0.007       0.845       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 11 

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               0  8 16  00       0.007       0.841       VALID       VALID  
               0  8 17  01       0.012       0.842       VALID       VALID  
               0  8 18  02       0.009       0.842       VALID       VALID  
               0  8 19  03       0.022       0.837       VALID       VALID  
               0  8 20  04       0.016       0.850       VALID       VALID  
               0  8 21  05       0.011       0.846       VALID       VALID  
               0  8 22  06       0.011       0.852       VALID       VALID  
               0  8 24  07       0.019       0.840       VALID       VALID  
               0  8 25  08       0.019       0.849       VALID       VALID  
               0  8 26  09       0.015       0.829       VALID       VALID  
               0  8 27  0a       0.019       0.844       VALID       VALID  
               0  8 28  0b       0.004       0.837       VALID       VALID  
               0  8 29  0c       0.019       0.855       VALID       VALID  
               0  8 30  0d       0.005       0.854       VALID       VALID  
               0  8 31  0e       0.018       0.840       VALID       VALID  
               0  8 32  0f       0.010       0.831       VALID       VALID  
               0  8 33  10       0.006       0.835       VALID       VALID  
               0  8 34  11       0.004       0.841       VALID       VALID  
               0  8 35  12       0.022       0.861       VALID       VALID  
               0  8 36  13       0.000       0.844       VALID       VALID  
               0  8 37  14       0.002       0.846       VALID       VALID  
